Gene_Symbol,Is_DEG,Expression_Direction,Is_DMR,Methylation_Direction,Predicted_Regulatory_Relationship,DEG_log2FC,DEG_padj,Methylation_Value,Relationship_Category,DMR_Index
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,397254
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,397255
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,397256
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,397257
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,398021
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,398022
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,398023
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,398024
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,398657
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,398658
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399151
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,399152
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399153
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399154
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399205
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399206
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399207
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,399208
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399209
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399379
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399380
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,399381
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399382
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399383
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399908
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399909
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,399910
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399911
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,399912
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,400097
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400098
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400099
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400100
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400101
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400919
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400920
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,400921
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,400922
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,401674
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,401675
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,401676
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,401677
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,401678
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,401855
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,402019
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402020
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402110
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402111
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402112
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402113
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,402114
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402701
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402702
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402703
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402704
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,402705
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,402938
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402939
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402940
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402941
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402942
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402943
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,402944
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403064
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,403065
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,403095
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403096
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403097
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403098
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403099
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403283
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,403284
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403285
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403286
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403434
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,403435
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403436
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403437
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403438
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403491
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403492
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,403493
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403494
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,403495
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,404102
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404103
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404104
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404105
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404106
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404127
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404128
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,404129
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404130
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404131
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404417
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404418
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404419
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404499
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404500
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,404501
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404502
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404503
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404721
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404722
NTRK2,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.822,0.018697048,4.557129417,Inconsistent_Both_Up,404723
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404724
NTRK2,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.822,0.018697048,-2.508780563,Classic_Demethylation_Activation,404725
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,35265
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,35266
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,35267
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.574255656,Inconsistent_Both_Up,35268
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,2.188986763,Inconsistent_Both_Up,35269
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,35270
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,0.041613336,Inconsistent_Both_Up,35271
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,35272
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,35273
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.973671949,Inconsistent_Both_Up,35274
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-0.946346946,Classic_Demethylation_Activation,35275
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,77533
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,77534
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,77535
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.574255656,Inconsistent_Both_Up,77536
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,77537
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,2.188986763,Inconsistent_Both_Up,77538
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-0.946346946,Classic_Demethylation_Activation,77539
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,0.041613336,Inconsistent_Both_Up,77540
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.973671949,Inconsistent_Both_Up,77541
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,217519
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,217520
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,217521
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.574255656,Inconsistent_Both_Up,222054
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,222055
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.973671949,Inconsistent_Both_Up,222056
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-0.946346946,Classic_Demethylation_Activation,222057
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,222058
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,222059
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,0.041613336,Inconsistent_Both_Up,222060
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,2.188986763,Inconsistent_Both_Up,222061
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,223725
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,0.041613336,Inconsistent_Both_Up,223726
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,223727
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,223728
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,223729
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,2.188986763,Inconsistent_Both_Up,223730
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-0.946346946,Classic_Demethylation_Activation,223731
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.574255656,Inconsistent_Both_Up,223732
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.973671949,Inconsistent_Both_Up,223733
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,223734
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,226425
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,226426
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,226427
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,226428
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,226429
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,228077
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,385555
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.574255656,Inconsistent_Both_Up,385556
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,0.041613336,Inconsistent_Both_Up,385557
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,385558
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,2.188986763,Inconsistent_Both_Up,385559
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,385560
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.973671949,Inconsistent_Both_Up,385561
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-0.946346946,Classic_Demethylation_Activation,385562
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,385563
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,385564
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,385565
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,386556
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,4.237624418,Inconsistent_Both_Up,386557
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,0.041613336,Inconsistent_Both_Up,386558
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,386559
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,386560
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,2.188986763,Inconsistent_Both_Up,386561
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-1.46584838,Classic_Demethylation_Activation,386562
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,386563
ZBTB16,Yes,Up-regulated,Yes,Hypomethylated,Demethylation promotes expression ↓↑,1.28,0.017810079,-0.946346946,Classic_Demethylation_Activation,386564
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.574255656,Inconsistent_Both_Up,386565
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,1.973671949,Inconsistent_Both_Up,386566
ZBTB16,Yes,Up-regulated,Yes,Hypermethylated,Inconsistent pattern ↑↑,1.28,0.017810079,3.323485897,Inconsistent_Both_Up,386803
